"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: compute","Param: count","Param: cpu","Param: items","Param: maxConcurrency","Param: parallelism","Param: size","Param: times","Param: work"
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_mergeWithNormal","thrpt",1,1,3205.961839,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_never","thrpt",1,1,6191.536965,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_observeOnError","thrpt",1,1,3161.912634,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_observeOnNormal","thrpt",1,1,3063.355663,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorComplete","thrpt",1,1,4498.267296,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorCompleteFalse","thrpt",1,1,4133.153060,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorCompleteFunctionThrows","thrpt",1,1,3523.133190,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorResumeNextError","thrpt",1,1,2567.969147,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorResumeNextFunctionReturnsNull","thrpt",1,1,3550.232834,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorResumeNextFunctionThrows","thrpt",1,1,3605.784443,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onErrorResumeNextNormal","thrpt",1,1,3232.560035,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_onStartCalledSafe","thrpt",1,1,8475.191905,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_propagateExceptionSubscribeEmpty","thrpt",1,1,7623.067113,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_propagateExceptionSubscribeOneAction","thrpt",1,1,7928.983627,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_propagateExceptionSubscribeOneActionThrowFromOnSuccess","thrpt",1,1,6889.459497,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_repeat0Time","thrpt",1,1,3950.920075,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_repeat1Time","thrpt",1,1,2796.656189,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_repeat5Times","thrpt",1,1,1859.238420,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_repeatError","thrpt",1,1,3728.353895,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_repeatNormal","thrpt",1,1,0.893715,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_repeatUntilNormal","thrpt",1,1,1722.831283,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retry5Times","thrpt",1,1,1514.830469,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryBiPredicate5Times","thrpt",1,1,1794.734857,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryNegativeTimes","thrpt",1,1,36622.840339,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryNormal","thrpt",1,1,3811.742599,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryPredicate5Times","thrpt",1,1,1460.740430,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryPredicateError","thrpt",1,1,3623.601307,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryTimes5Error","thrpt",1,1,1424.609973,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryTimes5Normal","thrpt",1,1,1351.536149,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_retryWhen5Times","thrpt",1,1,1271.201484,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_startWithCompletableError","thrpt",1,1,3901.628004,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_startWithCompletableNormal","thrpt",1,1,2857.573999,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_startWithFlowableError","thrpt",1,1,30335.013742,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_startWithFlowableNormal","thrpt",1,1,7860.363505,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_startWithObservableError","thrpt",1,1,28703.391344,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_startWithObservableNormal","thrpt",1,1,6842.496814,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribe","thrpt",1,1,3.618232,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeAction2ReportsUnsubscribed","thrpt",1,1,5443.459391,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeAction2ReportsUnsubscribedAfter","thrpt",1,1,5859.057638,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeAction2ReportsUnsubscribedOnError","thrpt",1,1,5024.223314,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeAction2ReportsUnsubscribedOnErrorAfter","thrpt",1,1,5390.824207,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeActionError","thrpt",1,1,8041.621000,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeActionNormal","thrpt",1,1,8521.883093,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeActionReportsUnsubscribed","thrpt",1,1,6098.770245,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeActionReportsUnsubscribedAfter","thrpt",1,1,5802.482311,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeActionReportsUnsubscribedOnError","thrpt",1,1,5466.880740,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeDispose","thrpt",1,1,2.384228,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeEmptyOnError","thrpt",1,1,7992.934214,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeObserverError","thrpt",1,1,7993.312446,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeObserverNormal","thrpt",1,1,8662.275702,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeOnError","thrpt",1,1,2351.075710,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeOnNormal","thrpt",1,1,2342.012156,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeOneActionOnError","thrpt",1,1,7309.828008,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeOneActionThrowFromOnCompleted","thrpt",1,1,7920.860121,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeReportsUnsubscribed","thrpt",1,1,6158.187895,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeReportsUnsubscribedOnError","thrpt",1,1,4783.289462,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeSubscriberError","thrpt",1,1,8102.458412,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeSubscriberNormal","thrpt",1,1,8640.059242,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeTwoActionsThrowFromOnError","thrpt",1,1,7215.063718,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeTwoCallbacksCompleteThrows","thrpt",1,1,7983.491330,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeTwoCallbacksDispose","thrpt",1,1,5664.215991,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeTwoCallbacksError","thrpt",1,1,9569.946793,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeTwoCallbacksNormal","thrpt",1,1,8274.828677,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_subscribeTwoCallbacksOnErrorThrows","thrpt",1,1,6950.180812,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_timeoutSwitchNormal","thrpt",1,1,4.907568,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_timeoutTimerCancelled","thrpt",1,1,3.574363,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_timer","thrpt",1,1,1.341042,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_timerCancel","thrpt",1,1,1.823788,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_timerNewThread","thrpt",1,1,1.347450,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_timerTestScheduler","thrpt",1,1,5891.746479,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toFlowableError","thrpt",1,1,7863.142389,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toFlowableNormal","thrpt",1,1,7492.629636,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toNormal","thrpt",1,1,8641.366412,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toObservableError","thrpt",1,1,7413.457219,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toObservableNormal","thrpt",1,1,7318.122316,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toSingleDefaultError","thrpt",1,1,8281.464384,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toSingleDefaultNormal","thrpt",1,1,9432.792000,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toSingleSupplierError","thrpt",1,1,8072.030766,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toSingleSupplierNormal","thrpt",1,1,9117.528103,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toSingleSupplierReturnsNull","thrpt",1,1,8325.856239,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_toSingleSupplierThrows","thrpt",1,1,7850.120335,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_unsubscribeOnNormal","thrpt",1,1,5.405708,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingDisposerThrows","thrpt",1,1,4162.918469,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingErrorEager","thrpt",1,1,4238.653281,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingErrorLazy","thrpt",1,1,3992.454838,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingFactoryAndDisposerThrow","thrpt",1,1,4061.595070,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingFactoryReturnsNull","thrpt",1,1,1481.787478,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingFactoryReturnsNullAndDisposerThrows","thrpt",1,1,4042.044212,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingFactoryThrows","thrpt",1,1,1523.777863,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingMapperReturnsNull","thrpt",1,1,5499.986068,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingMapperThrows","thrpt",1,1,5590.992169,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingNormalEager","thrpt",1,1,4333.098424,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingNormalLazy","thrpt",1,1,4210.297630,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTest._Benchmark.benchmark_usingResourceThrows","thrpt",1,1,5541.805918,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.completable.CompletableTimerTest._Benchmark.benchmark_timer","thrpt",1,1,5465586.639994,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BackpressureEnumTest._Benchmark.benchmark_backpressureKind","thrpt",1,1,42446888.857412,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BackpressureEnumTest._Benchmark.benchmark_backpressureOverflowStrategy","thrpt",1,1,45100270.412358,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BackpressureEnumTest._Benchmark.benchmark_backpressureStrategy","thrpt",1,1,40347113.784271,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapObservable","thrpt",1,1,27382725.223996,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapObservable","thrpt",1,1,95224.918312,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapObservable","thrpt",1,1,143.444541,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapPublisher","thrpt",1,1,18496112.767575,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapPublisher","thrpt",1,1,170908.723497,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlatMapPublisher","thrpt",1,1,176.625749,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsObservable","thrpt",1,1,28736054.383006,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsObservable","thrpt",1,1,227147.664965,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsObservable","thrpt",1,1,261.256678,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsPublisher","thrpt",1,1,25324283.201936,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsPublisher","thrpt",1,1,258248.744055,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsPublisher","thrpt",1,1,276.051422,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapHideObservable","thrpt",1,1,29152399.694605,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapHideObservable","thrpt",1,1,180314.050700,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapHideObservable","thrpt",1,1,220.163133,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapHidePublisher","thrpt",1,1,22566456.979720,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapHidePublisher","thrpt",1,1,231862.480797,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapHidePublisher","thrpt",1,1,251.383968,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapObservable","thrpt",1,1,29628040.054637,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapObservable","thrpt",1,1,251502.965332,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapObservable","thrpt",1,1,260.206419,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapPublisher","thrpt",1,1,21893591.230187,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapPublisher","thrpt",1,1,260467.168297,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapPublisher","thrpt",1,1,208.993808,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlattenAsObservable","thrpt",1,1,56972733.327332,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlattenAsObservable","thrpt",1,1,212036.661592,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlattenAsObservable","thrpt",1,1,168.869391,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlattenAsPublisher","thrpt",1,1,20119030.478211,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlattenAsPublisher","thrpt",1,1,188255.951251,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlattenAsPublisher","thrpt",1,1,202.772273,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHideObservable","thrpt",1,1,28647245.363428,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHideObservable","thrpt",1,1,180002.376283,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHideObservable","thrpt",1,1,235.053454,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHidePublisher","thrpt",1,1,22160245.254176,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHidePublisher","thrpt",1,1,230568.391810,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHidePublisher","thrpt",1,1,251.004400,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapObservable","thrpt",1,1,29703572.403932,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapObservable","thrpt",1,1,249007.211445,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapObservable","thrpt",1,1,261.288268,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapPublisher","thrpt",1,1,22936242.938843,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapPublisher","thrpt",1,1,256945.822709,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapPublisher","thrpt",1,1,276.887613,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsObservable","thrpt",1,1,84789727.904976,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsObservable","thrpt",1,1,236832.364637,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsObservable","thrpt",1,1,173.440288,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsPublisher","thrpt",1,1,20499392.072542,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsPublisher","thrpt",1,1,183959.869323,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsPublisher","thrpt",1,1,181.810204,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BlockingGetPerf.completable","thrpt",1,1,62517354.311902,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingGetPerf.flowableBlockingFirst","thrpt",1,1,30332680.966882,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingGetPerf.flowableBlockingLast","thrpt",1,1,30887068.259268,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingGetPerf.maybe","thrpt",1,1,48262503.530566,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingGetPerf.observableBlockingFirst","thrpt",1,1,29120131.112902,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingGetPerf.observableBlockingLast","thrpt",1,1,31340458.992787,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingGetPerf.single","thrpt",1,1,50143775.432742,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingFirst","thrpt",1,1,30206565.512909,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingFirst","thrpt",1,1,23223134.537267,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingFirst","thrpt",1,1,24913174.335050,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingLast","thrpt",1,1,31145393.222978,NaN,"ops/s",,,,,,,,1,
"io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingLast","thrpt",1,1,1095924.423836,NaN,"ops/s",,,,,,,,1000,
"io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingLast","thrpt",1,1,1400.254176,NaN,"ops/s",,,,,,,,1000000,
"io.reactivex.rxjava3.core.BlockingPerf.observableBlockingFirst","thrpt",1,1,29210105.631791,NaN,"ops/s",,,,,,,,1,
